,_version_,content,content_raw,id,like,name,profile_image,retweet_count,time,tweet_image,category
956,1.56065E+18,What Americans cited as the most important problem facing the U.S. at the beginning of each presidential term?€? https://t.co/xTR8RjC3kV,What Americans cited as the most important problem facing the U.S. at the beginning of each presidential term?€? https://t.co/xTR8RjC3kV,8.36426E+17,475,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[358],2017-02-28T04:01:07Z,no image,
751,1.56065E+18,El Salvador's much-loved hippo Gustavito killed at zoo https://t.co/aQoWkYjqaJ,El Salvador's much-loved hippo Gustavito killed at zoo https://t.co/aQoWkYjqaJ,8.36284E+17,132,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[164],2017-02-27T18:38:26Z,no image,
257,1.56065E+18,Why open data is key to open markets in the era of AI https://t.co/6W840Kh4Jt #WSJCIO https://t.co/RAcV5mLuvb,Why open data is key to open markets in the era of AI https://t.co/6W840Kh4Jt #WSJCIO https://t.co/RAcV5mLuvb,8.36729E+17,52,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[41],2017-03-01T00:06:06Z,no image,
538,1.56065E+18,RT @singapolitics: Lim Biow Chuan: Businesses nothoping for handout govt. What they want is business climate that is less costly and friend?€?,RT @singapolitics: Lim Biow Chuan: Businesses nothoping for handout govt. What they want is business climate that is less costly and friend?€?,8.365E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-02-28T08:57:06Z,no image,
335,1.56065E+18,RT @tggrove: Russia has reached out to Washington to get the Trump White House to coordinate policy in Libya https://t.co/6mseN63F0O,RT @tggrove: Russia has reached out to Washington to get the Trump White House to coordinate policy in Libya https://t.co/6mseN63F0O,8.36541E+17,0,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[30],2017-02-28T11:38:57Z,no image,
15,1.56065E+18,"In a strikingly emotional #JointAddress moment, a slain Navy SEAL's widow drew 2 minutes and 11 seconds of applause?€? https://t.co/17F3HGCbUz","In a strikingly emotional #JointAddress moment, a slain Navy SEAL's widow drew 2 minutes and 11 seconds of applause?€? https://t.co/17F3HGCbUz",8.36801E+17,1165,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[274],2017-03-01T04:52:01Z,no image,
324,1.56065E+18,Samsung heir?€?s new home is a cell roughly half the size of a standard U.S. parking space https://t.co/Yqx7eE4SRF,Samsung heir?€?s new home is a cell roughly half the size of a standard U.S. parking space https://t.co/Yqx7eE4SRF,8.36581E+17,74,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[77],2017-02-28T14:17:59Z,no image,
758,1.56065E+18,Kim Jong-nam death: Four wanted N Koreans 'are spies' https://t.co/lQXZlnK6S0,Kim Jong-nam death: Four wanted N Koreans 'are spies' https://t.co/lQXZlnK6S0,8.36252E+17,66,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[55],2017-02-27T16:30:25Z,no image,
222,1.56065E+18,"Australia avoids recession, keeping long winning streak going https://t.co/CrjYwdHeG6","Australia avoids recession, keeping long winning streak going https://t.co/CrjYwdHeG6",8.36788E+17,105,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[56],2017-03-01T04:00:07Z,no image,
179,1.56065E+18,Why President Trump's Tuesday night speech is not a State of the Union address https://t.co/HtL8QO3R8y https://t.co/EQBP6fw6tX,Why President Trump's Tuesday night speech is not a State of the Union address https://t.co/HtL8QO3R8y https://t.co/EQBP6fw6tX,8.36574E+17,202,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[119],2017-02-28T13:49:04Z,no image,
983,1.56065E+18,An official at Uber resigned after the company learned he was accused of sexual harassment while he worked at Google https://t.co/UEBgVkyYOX,An official at Uber resigned after the company learned he was accused of sexual harassment while he worked at Google https://t.co/UEBgVkyYOX,8.36334E+17,248,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[156],2017-02-27T21:56:49Z,no image,
22,1.56065E+18,Sen. Schumer: Another speech where Trump talks like a populist; the way he?€?s been governing is totally the opposite https://t.co/hmefcuCinK,Sen. Schumer: Another speech where Trump talks like a populist; the way he?€?s been governing is totally the opposite https://t.co/hmefcuCinK,8.3679E+17,1876,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[718],2017-03-01T04:08:40Z,no image,
356,1.56065E+18,"A small plane carrying a family of five crashed into two homes in California, killing at least four people
https://t.co/I3oJ4Pokn7","A small plane carrying a family of five crashed into two homes in California, killing at least four people
https://t.co/I3oJ4Pokn7",8.36471E+17,26,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[22],2017-02-28T07:00:09Z,no image,
666,1.56065E+18,US teacher donates her kidney to save pupil's life https://t.co/3YhcP8WHpR,US teacher donates her kidney to save pupil's life https://t.co/3YhcP8WHpR,8.36646E+17,1217,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[434],2017-02-28T18:35:35Z,no image,
861,1.56065E+18,A visitor broke a sculpture at the popular Kusama exhibition at the Hirshhorn https://t.co/SfqCcYmYip,A visitor broke a sculpture at the popular Kusama exhibition at the Hirshhorn https://t.co/SfqCcYmYip,8.36694E+17,187,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[110],2017-02-28T21:45:05Z,no image,
340,1.56065E+18,Hevisaurus: The band for children who love dinosaurs and heavy metal https://t.co/F39wJPeNoN https://t.co/lvcPNWc78R,Hevisaurus: The band for children who love dinosaurs and heavy metal https://t.co/F39wJPeNoN https://t.co/lvcPNWc78R,8.36529E+17,79,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[51],2017-02-28T10:51:17Z,no image,
431,1.56065E+18,"RT @STForeignDesk: #JointAddress Trump says national rebuilding will be guided by two core principles: Buy American, and Hire American
http?€?","RT @STForeignDesk: #JointAddress Trump says national rebuilding will be guided by two core principles: Buy American, and Hire American
http?€?",8.36773E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-03-01T02:58:23Z,no image,
551,1.56065E+18,Carrie Lam joins Hong Kong's chief executive race with overwhelming number of nominations https://t.co/SJDWPBmDae https://t.co/AwzFzLKOYE,Carrie Lam joins Hong Kong's chief executive race with overwhelming number of nominations https://t.co/SJDWPBmDae https://t.co/AwzFzLKOYE,8.36484E+17,1,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-02-28T07:51:01Z,no image,
833,1.56065E+18,Our reporters are fact checking President Trump?€?s first address to Congress https://t.co/walg89sFt5,Our reporters are fact checking President Trump?€?s first address to Congress https://t.co/walg89sFt5,8.36768E+17,2377,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[1679],2017-03-01T02:41:03Z,no image,
203,1.56065E+18,Hershey said it would cut 15% of its global workforce in a bid to boost profitability https://t.co/O4ihobZcIp,Hershey said it would cut 15% of its global workforce in a bid to boost profitability https://t.co/O4ihobZcIp,8.36841E+17,25,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[37],2017-03-01T07:30:03Z,no image,
630,1.56065E+18,"Trump at the #JointSession: Our obligation is to serve, defend and protect the United States https://t.co/nIl8iuy7rE https://t.co/qwNqLdpH7A","Trump at the #JointSession: Our obligation is to serve, defend and protect the United States https://t.co/nIl8iuy7rE https://t.co/qwNqLdpH7A",8.36765E+17,143,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[49],2017-03-01T02:30:10Z,no image,
93,1.56065E+18,President Trump delivers his first address to Congress tonight. Watch live coverage on CNN. https://t.co/JtMW9k6wsR?€? https://t.co/YayU5YDGW6,President Trump delivers his first address to Congress tonight. Watch live coverage on CNN. https://t.co/JtMW9k6wsR?€? https://t.co/YayU5YDGW6,8.36743E+17,105,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[55],2017-03-01T01:00:03Z,no image,
558,1.56065E+18,"RT @singapolitics: Authorities looking into requiring centres to publish incidental charges, such as for field trips and supplementary enri?€?","RT @singapolitics: Authorities looking into requiring centres to publish incidental charges, such as for field trips and supplementary enri?€?",8.36476E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-02-28T07:19:36Z,no image,
68,1.56065E+18,"Trump to Congress: ""We are a country that stands united in condemning hate and evil"" in all its forms #TrumpAddress https://t.co/OmBXfpXeK7","Trump to Congress: ""We are a country that stands united in condemning hate and evil"" in all its forms #TrumpAddress https://t.co/OmBXfpXeK7",8.36762E+17,262,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[123],2017-03-01T02:17:44Z,no image,
622,1.56065E+18,"President Trump's #JointSession guest: Megan Crowley, a 20-year-old who was diagnosed with Pompe disease?€? https://t.co/83PBbvu6XS","President Trump's #JointSession guest: Megan Crowley, a 20-year-old who was diagnosed with Pompe disease?€? https://t.co/83PBbvu6XS",8.36771E+17,163,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[77],2017-03-01T02:53:57Z,no image,
284,1.56065E+18,"A fish importer casts worry over border tax, as companies that rely on raw materials could be hit hard 
https://t.co/YvJqSCGOgD","A fish importer casts worry over border tax, as companies that rely on raw materials could be hit hard 
https://t.co/YvJqSCGOgD",8.36675E+17,32,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[24],2017-02-28T20:30:01Z,no image,
844,1.56065E+18,Barring reporters from press briefings may be unconstitutional https://t.co/B5D4x9adjF,Barring reporters from press briefings may be unconstitutional https://t.co/B5D4x9adjF,8.3674E+17,1527,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[838],2017-03-01T00:48:05Z,no image,
434,1.56065E+18,"RT @STForeignDesk: ""We will soon begin the construction of a great, great wall along our southern border"":  #donald trump #JointAddress htt?€?","RT @STForeignDesk: ""We will soon begin the construction of a great, great wall along our southern border"":  #donald trump #JointAddress htt?€?",8.36766E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[9],2017-03-01T02:31:16Z,no image,
153,1.56065E+18,"Google reveals Handle, a 6-foot-6 robot, that looks vaguely human and has legs that have wheels instead of feet?€? https://t.co/hPiKLbxXIe","Google reveals Handle, a 6-foot-6 robot, that looks vaguely human and has legs that have wheels instead of feet?€? https://t.co/hPiKLbxXIe",8.36641E+17,315,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[190],2017-02-28T18:17:01Z,no image,
75,1.56065E+18,First lady Melania Trump arrives for President Trump's address to Congress https://t.co/3bl5a5pED1 #TrumpAddress https://t.co/U7HQ5juFIE,First lady Melania Trump arrives for President Trump's address to Congress https://t.co/3bl5a5pED1 #TrumpAddress https://t.co/U7HQ5juFIE,8.36758E+17,338,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[95],2017-03-01T01:59:17Z,no image,
730,1.56065E+18,"RT @BBCNewsAsia: .@leehsienloong: 'Singapore could face choice between US or China.'

#BBCPMLee https://t.co/6vrBmhwSZO

https://t.co/vUAI8?€?","RT @BBCNewsAsia: .@leehsienloong: 'Singapore could face choice between US or China.'

#BBCPMLee https://t.co/6vrBmhwSZO

https://t.co/vUAI8?€?",8.36405E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[94],2017-02-28T02:36:55Z,no image,
446,1.56065E+18,New law for more consistent standards in pre-school sector https://t.co/cYVZkZ9VHK https://t.co/lZmD9ygRfk,New law for more consistent standards in pre-school sector https://t.co/cYVZkZ9VHK https://t.co/lZmD9ygRfk,8.36752E+17,7,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[5],2017-03-01T01:35:01Z,no image,
188,1.56065E+18,"Former US Pres George W. Bush says power can be addictive and corrosive, and the media should call people to accoun?€? https://t.co/aTWhlv89HN","Former US Pres George W. Bush says power can be addictive and corrosive, and the media should call people to accoun?€? https://t.co/aTWhlv89HN",8.36558E+17,1623,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[578],2017-02-28T12:47:01Z,no image,
271,1.56065E+18,"With employee burnout on the rise, some firms have farmed out workers' well-being to employee-assistance programs. 
https://t.co/VrnhTh1xFj","With employee burnout on the rise, some firms have farmed out workers' well-being to employee-assistance programs. 
https://t.co/VrnhTh1xFj",8.36697E+17,35,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[36],2017-02-28T21:59:05Z,no image,
236,1.56065E+18,"For Trump, immigration is about security, and economics https://t.co/x98QWJKygz https://t.co/zpG6NaO0PK","For Trump, immigration is about security, and economics https://t.co/x98QWJKygz https://t.co/zpG6NaO0PK",8.36765E+17,137,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[71],2017-03-01T02:29:50Z,no image,
487,1.56065E+18,"RT @stbusinessdesk: US economy grew 1.9% in Q4
https://t.co/yntYLjimuf https://t.co/nceI7b2yya","RT @stbusinessdesk: US economy grew 1.9% in Q4
https://t.co/yntYLjimuf https://t.co/nceI7b2yya",8.36584E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-02-28T14:27:07Z,https://pbs.twimg.com/media/C5whoP_VUAAEG6z.jpg,
117,1.56065E+18,@JMarquis429 may we have permission to feature your video? Verify here: https://t.co/mnZ3EwPoiX,@JMarquis429 may we have permission to feature your video? Verify here: https://t.co/mnZ3EwPoiX,8.36715E+17,0,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[0],2017-02-28T23:09:18Z,no image,
943,1.56065E+18,Mahershala Ali's rise has not been meteoric. It's the result of a hard-fought and patient 2-decade campaign. https://t.co/u0znEhea5y,Mahershala Ali's rise has not been meteoric. It's the result of a hard-fought and patient 2-decade campaign. https://t.co/u0znEhea5y,8.36461E+17,1286,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[437],2017-02-28T06:18:44Z,no image,
512,1.56065E+18,"RT @singapolitics: Pritam Singh calls on govtto explain more thoroughly how it prices water, to help the public better understand the water?€?","RT @singapolitics: Pritam Singh calls on govtto explain more thoroughly how it prices water, to help the public better understand the water?€?",8.36528E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[15],2017-02-28T10:47:14Z,no image,
825,1.56065E+18,"Opinion: ""Many Americans have come to realize that the care part of the law matters much more than the Obama part"" https://t.co/cqfFKLl9pC","Opinion: ""Many Americans have come to realize that the care part of the law matters much more than the Obama part"" https://t.co/cqfFKLl9pC",8.36786E+17,1776,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[822],2017-03-01T03:52:14Z,no image,
591,1.56065E+18,RT @singapolitics: Lam Pin Min: About 23 cases of overcharging by doctors reported to MOH a year over the last two years,RT @singapolitics: Lam Pin Min: About 23 cases of overcharging by doctors reported to MOH a year over the last two years,8.36432E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-02-28T04:26:56Z,no image,
126,1.56065E+18,Investors will be watching very closely when Trump addresses Congress tonight https://t.co/NBINLjN0jV #TrumpAddress https://t.co/LymvYUbhK8,Investors will be watching very closely when Trump addresses Congress tonight https://t.co/NBINLjN0jV #TrumpAddress https://t.co/LymvYUbhK8,8.36705E+17,170,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[97],2017-02-28T22:31:01Z,no image,
116,1.56065E+18,Nancy Pelosi to Democrats: Treat Trump voters like a friend whose boyfriend is a jerk https://t.co/fhabXA7gJv https://t.co/6niUhENVCn,Nancy Pelosi to Democrats: Treat Trump voters like a friend whose boyfriend is a jerk https://t.co/fhabXA7gJv https://t.co/6niUhENVCn,8.36716E+17,1916,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[637],2017-02-28T23:12:01Z,no image,
